text asli,text_prepro,compound scores,Sentimen
sudah berkali kali membuat akun bareksa karena ingin mengambil foto ktp kamera tidak bisa digunakan menekan apa padahal gambar ktp sudah benar jelas lalu bagaimana sebenarnya cara membuat akun bareksa,sudah kali kali buat akun bareksa karena ingin ambil foto ktp kamera tidak bisa guna tekan apa padahal gambar ktp sudah benar jelas lalu bagaimana benar cara buat akun bareksa,-5,Negatif
alhamdulillah sekarang aplikasi bisa dibuka lancar ternyata review langsung ditindak lanjuti tingkatkan terus kualitas aplikasi bareksa generasi milenial senang berinvestasi bareksa tidak bosan aplikasinya,alhamdulillah sekarang aplikasi bisa buka lancar nyata review langsung tindak lanjut tingkat terus kualitas aplikasi bareksa generasi milenial senang investasi bareksa tidak bosan aplikasi,8,Positif
baru memperbarui update mengaksesnya pin dijawab pin salah klik lupa pin menjawab kesalahan mohon dibalas ganti bintangnya bisa jadi saya mengganti bintangnya,baru baru update akses pin jawab pin salah klik lupa pin jawab salah mohon balas ganti bintang bisa jadi saya ganti bintang,8,Positif
punten developer sepertinya ada bug sudah memperbarui peringatan pembaruan selalu muncul jadi tidak menjalankan aplikasi,punten developer seperti ada bug sudah baru ingat baru selalu muncul jadi tidak jalan aplikasi,1,Positif
melakukan pembayaran ovo anda klik menunya berwarna putih kosong jadi biasanya menggunakan tf verifikasi tf panjang bahkan menu tabungan emas kosong segera diperbaiki bintangnya bertambah,laku bayar ovo anda klik menu warna putih kosong jadi biasa guna tf verifikasi tf panjang bahkan menu tabung emas kosong segera baik bintang tambah,0,Positif
alhamdulillah keseluruhan bagus bolehkah menyarankan setiap nasabah memiliki buku polisnya diberikan saat mendaftar menjadi nasabah jadi transaksi investasi dilakukan offline semoga kedepannya lebih baik dan sukses selalu lop kamu,alhamdulillah seluruh bagus boleh saran tiap nasabah milik buku polis beri saat daftar jadi nasabah jadi transaksi investasi laku offline moga depan lebih baik dan sukses selalu lop kamu,37,Positif
aplikasinya bagus mudah digunakan proses pembeliannya memakan waktu lama mungkin bisa diperbaiki terima kasih,aplikasi bagus mudah guna proses beli makan waktu lama mungkin bisa baik terima kasih,8,Positif
akun belum aktif pendaftarannya susah harusnya dipermudah kalau misalnya yang kurang saya diarahkan yang salah saya mengulang registrasinya,akun belum aktif daftar susah harus mudah kalau misal yang kurang saya arah yang salah saya ulang registrasi,-33,Negatif
saran di menu transaksi harga satuan saat pembelian saya masih awam paham mengenai patokan harga satuan perkembangannya ketika melakukan top up keuntungan digunakan global,saran di menu transaksi harga satu saat beli saya masih awam paham kena patok harga satu kembang ketika laku top up untung guna global,23,Positif
dapat membuat akun padahal berinvestasi coba tingkatkan aplikasinya setelah diupgrade tidak membuka aplikasinya,dapat buat akun padahal investasi coba tingkat aplikasi telah diupgrade tidak buka aplikasi,-8,Negatif
tampilannya user friendly transaksi sangat mudah mohon dipersingkat penyelesaian transaksi reksadana,tampil user friendly transaksi sangat mudah mohon singkat selesai transaksi reksadana,17,Positif
halo baru mau buat akun kenapa selalu blur mau foto ktp padahal spot fotonya sesuai petunjuk aneh jadi gagal saya terus mencoba membuat akun baru anda punya saran mengambil foto jernih tidak buram terima kasih,halo baru mau buat akun kenapa selalu blur mau foto ktp padahal spot foto sesuai tunjuk aneh jadi gagal saya terus coba buat akun baru anda punya saran ambil foto jernih tidak buram terima kasih,10,Positif
bareksa live chat bukan solusi lambat hangus uang juta sudah diterima aplikasi berstatus menunggu pembayaran ketika klik masuk menu pembayaran sedang membuat transaksi baru membayar jawabannya berputar jam pagi jam pagi uang saya sudah masuk belum kenapa statusku seperti itu berbeda sekali pelayanan benih,bareksa live chat bukan solusi lambat hangus uang juta sudah terima aplikasi status tunggu bayar ketika klik masuk menu bayar sedang buat transaksi baru bayar jawab putar jam pagi jam pagi uang saya sudah masuk belum kenapa status seperti itu beda sekali layan benih,-5,Negatif
mohon maaf memberi ulasan bintang bisa mendaftar padahal mengisi formulir pendaftaran selesai klik menu selesai menu pendaftaran ditutupselesai terima kasih,mohon maaf beri ulas bintang bisa daftar padahal isi formulir daftar selesai klik menu selesai menu daftar ditutupselesai terima kasih,15,Positif
pertama kecewa hasil porto tidak sesuai update harian kedua kecewa penerapan biaya top up hari bergabung aplikasi sampai jumpa bareksa,pertama kecewa hasil porto tidak sesuai update hari dua kecewa terap biaya top up hari gabung aplikasi sampai jumpa bareksa,-26,Negatif
mau tanya sudah download isi datanya sudah siap bisa membeli produknya melalui aplikasi apa salah saya meski jaringannya bagus datanya lengkap saat giliran klik beli salah satu produknya selalu lari pulang bantu tidak yang membantu lebih baik saya uninstall,mau tanya sudah download isi data sudah siap bisa beli produk lalu aplikasi apa salah saya meski jaring bagus data lengkap saat gilir klik beli salah satu produk selalu lari pulang bantu tidak yang bantu lebih baik saya uninstall,-4,Negatif
semuanya baik permudah cara pembayarannya plus lakukan pembayaran digital jangan pakai ovo terima kasih,semua baik mudah cara bayar plus laku bayar digital jangan pakai ovo terima kasih,9,Positif
sangat direkomendasikan investasi jangka panjang aman nyaman sudah resmi terpercaya sejak lama transaksi jual belinya memakan waktu lama memakan waktu seminggu sangat nyaman ketika membutuhkan dana darurat bisa mendapatkan dana penjualan langsung,sangat rekomendasi investasi jangka panjang aman nyaman sudah resmi percaya sejak lama transaksi jual beli makan waktu lama makan waktu minggu sangat nyaman ketika butuh dana darurat bisa dapat dana jual langsung,40,Positif
aplikasinya bagus sayangnya grafik reksa dana menunjukkan harga nab titik grafik per hari kalau juga bentuk candlestick kalau tambah min,aplikasi bagus sayang grafik reksa dana tunjuk harga nab titik grafik per hari kalau juga bentuk candlestick kalau tambah min,11,Positif
aplikasinya sangat bagus walaupun saat gagal memasukkan nomor rekening padahal semua langkah ikuti sesuai aturan bareksa mohon hapus akun saya agar saya bisa memulai awal,aplikasi sangat bagus walaupun saat gagal masuk nomor rekening padahal semua langkah ikut sesuai atur bareksa mohon hapus akun saya agar saya bisa mulai awal,-12,Negatif
jual beli reksa dana mudah hari apakah masalah aplikasinya buka menu home produk berfungsi catatan masalah jaringan padahal sudah mencoba wifi paket data kartu sim tetap bisa terbuka mohon penjelasannya terima kasih,jual beli reksa dana mudah hari apakah masalah aplikasi buka menu home produk fungsi catat masalah jaring padahal sudah coba wifi paket data kartu sim tetap bisa buka mohon jelas terima kasih,21,Positif
pendaftaran terus gagal padahal informasi diberikan benar email customer service menjawab wipe cache install ulang tidak berhasil lalu email menyuruh untuk menghapus cache install ulang plus memberikan informasi seri ponsel os versi bareksa lain lain hey banyak yang lakukan saya ingin praktis saya repot adalah pekerjaan tim aplikasi,daftar terus gagal padahal informasi beri benar email customer service jawab wipe cache install ulang tidak hasil lalu email suruh untuk hapus cache install ulang plus beri informasi seri ponsel os versi bareksa lain lain hey banyak yang laku saya ingin praktis saya repot adalah kerja tim aplikasi,-30,Negatif
aplikasi bagus bagus bagus coba install semuanya saya temukan paling cocok dipilih silakan pilih paling sesuai selera masingmasing assalamualaikum btw kalau mau coba seed aplikasi silahkan pakai kode referalnya seru banget cashback seed sayang sekali kalau dipakai kode referensi melon,aplikasi bagus bagus bagus coba install semua saya temu paling cocok pilih sila pilih paling sesuai selera masingmasing assalamualaikum btw kalau mau coba seed aplikasi silah pakai kode referalnya seru banget cashback seed sayang sekali kalau pakai kode referensi melon,10,Positif
dapat melihat grafik reksa dana portofolio sekarang jadi kalau mau lihat grafiknya cari dulu pencarian reksa dana bisa langsung portofolionya meskipun dulu itu mungkin terjadi saat ada perubahan fitur anda bisa melihat grafik perkembangan reksa dana portofolio anda,dapat lihat grafik reksa dana portofolio sekarang jadi kalau mau lihat grafik cari dulu cari reksa dana bisa langsung portofolio meski dulu itu mungkin jadi saat ada ubah fitur anda bisa lihat grafik kembang reksa dana portofolio anda,38,Positif
kok susah banget daftarnya hari pilih referensi bareksa maksudnya apa sudah memeriksa semuanya tetap muncul jadi beri satu bintang dulu mohon penjelasan jawabannya,kok susah banget daftar hari pilih referensi bareksa maksud apa sudah periksa semua tetap muncul jadi beri satu bintang dulu mohon jelas jawab,1,Positif
mau tanya gan punya reksa dana bareksa tokopedia sudah ada saldo disana,mau tanya gan punya reksa dana bareksa tokopedia sudah ada saldo sana,26,Positif
kurang paham apa salahnya mendaftar bareksa sudah menunggu berbulanbulan akun aktif sekarang sering menerima email bareksa kira akun sudah diaktivasi ternyata belum mohon tindak lanjuti masalah karena ini membuat saya hampir kehilangan minat berinvestasi bareksa terima kasih,kurang paham apa salah daftar bareksa sudah tunggu berbulanbulan akun aktif sekarang sering terima email bareksa kira akun sudah diaktivasi nyata belum mohon tindak lanjut masalah karena ini buat saya hampir hilang minat investasi bareksa terima kasih,6,Positif
aplikasinya bagus banget memudahkan berinvestasi reksa dana silakan request fitur bisa menambahkan status berjalan menjual reksa dana jadi sekarang successful sale uangnya belum silakan tambahkan satu penjualan berhasil ketika uang masuk rekening kita tahu kalau uang ada rekening terima kasih,aplikasi bagus banget mudah investasi reksa dana sila request fitur bisa tambah status jalan jual reksa dana jadi sekarang successful sale uang belum sila tambah satu jual hasil ketika uang masuk rekening kita tahu kalau uang ada rekening terima kasih,38,Positif
aplikasi diperbarui jadi tidak buka aplikasinya kalau update play store mainnya terus pakai wifi data sama bahkan bisa main berhari hari kalau ditinggal,aplikasi baru jadi tidak buka aplikasi kalau update play store main terus pakai wifi data sama bahkan bisa main hari hari kalau tinggal,-20,Negatif
harga investasi minimal ribu coba minimal ribu lebih baik harga muncul bukan harga ini kemarin jadi mohon lebih baik harga diupdate hari sama layanan wa telepon tidak cepat responcoba kalau kendala sebaiknya ditambah sumber daya manusianya mengingat minatnya meningkat pesat bisa dilakukan beli menggunakan metode pembayaran virtual account overall bagus transfer pakai bca penjualan cepat rabu jam jual kamis sore menerima kiriman bagus,harga investasi minimal ribu coba minimal ribu lebih baik harga muncul bukan harga ini kemarin jadi mohon lebih baik harga diupdate hari sama layan wa telepon tidak cepat responcoba kalau kendala baik tambah sumber daya manusia ingat minat tingkat pesat bisa laku beli guna metode bayar virtual account overall bagus transfer pakai bca jual cepat rabu jam jual kamis sore terima kirim bagus,37,Positif
aplikasi bagus banget cocok buat ibu rumah tangga saya menghasilkan uang investasi disini sedikit manfaatnya kenapa update sering error sering minta update mohon kedepannya diperbaiki aplikasi sangat penting investor terima kasih,aplikasi bagus banget cocok buat ibu rumah tangga saya hasil uang investasi sini sedikit manfaat kenapa update sering error sering minta update mohon depan baik aplikasi sangat penting investor terima kasih,18,Positif
aplikasi top banget recomended buat pemula mau belajar banyak pilihan reksa dana pasar uang pendapatan tetap campuran saham indeks masih bingung menggunakan fitur robo baru mencoba bareksa selama minggu sangat mudah digunakan dipelajari ada resiko harus diperhitungkan memerlukan strategi membaca situasi pasar kalau mau aman pemula bisa coba pasar uang dijamin resikonya rendah bunganya lebih tinggi deposito bank,aplikasi top banget recomended buat mula mau ajar banyak pilih reksa dana pasar uang dapat tetap campur saham indeks masih bingung guna fitur robo baru coba bareksa lama minggu sangat mudah guna ajar ada resiko harus hitung perlu strategi baca situasi pasar kalau mau aman mula bisa coba pasar uang jamin resiko rendah bunga lebih tinggi deposito bank,34,Positif
terima kasih sangat membantu saran komplain transaksi penjualan verifikasi otp dikirim lewat sms selalu telat diterima bisa diterima inbox kurang lebih menit semoga sms juga lewat wa,terima kasih sangat bantu saran komplain transaksi jual verifikasi otp kirim lewat sms selalu telat terima bisa terima inbox kurang lebih menit moga sms juga lewat wa,17,Positif
saat kalau konek salah satu ewallet biar gampang isi pulsanya ke salah satu bank digital kayak bank bagus jadi beli reksa dana lebih mudah dijalankan jadi ada banyak biaya transfer itu harap mempertimbangkannya,saat kalau konek salah satu ewallet biar gampang isi pulsa ke salah satu bank digital kayak bank bagus jadi beli reksa dana lebih mudah jalan jadi ada banyak biaya transfer itu harap timbang,23,Positif
